"TERCİH KODU",İL,İLÇE,OKUL ADI,TÜRÜ,ALAN,"YABANCIDİLİ","TABANPUAN","TABANYÜZDE","TAVANPUAN","TAVANYÜZDE"
39829,İSTANBUL,BAŞAKŞEHİR,Şehit Haki Aras Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"385,2342","12,64","444,8372","3,4"
50834,İSTANBUL,BAHÇELİEVLER,15 Temmuz Şehitleri Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"382,4745","13,18","399,3305","10,05"
50113,İSTANBUL,BAŞAKŞEHİR,Akif İnan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"379,6161","13,76","444,4698","3,44"
49433,İSTANBUL,PENDİK,Pendik İTO Şehit Ahmet Aslanhan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"378,567","13,97","438,284","4,18"
49666,İSTANBUL,PENDİK,Uluslararası Pendik Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"376,242","14,45","435,2031","4,58"
39795,İSTANBUL,ZEYTİNBURNU,İstanbul Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"374,2311","14,87","449,499","2,87"
50654,İSTANBUL,BAHÇELİEVLER,Uluslararası Şehit Mehmet Karaaslan Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"371,895","15,36","436,6907","4,38"
50425,İSTANBUL,BAYRAMPAŞA,Bayrampaşa Aliya İzzetbegoviç Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"367,6709","16,28","418,1288","6,98"
39684,İSTANBUL,ÜMRANİYE,Ümraniye Şehit Erol Olçok Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"367,5949","16,3","450,8105","2,74"
49251,İSTANBUL,SANCAKTEPE,Rabia Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"367,2298","16,38","437,2334","4,32"
39987,İSTANBUL,ÜSKÜDAR,Tenzile Erdoğan Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"365,9544","16,67","454,6918","2,35"
50082,İSTANBUL,FATİH,İstanbul Recep Tayyip Erdoğan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,HAFIZLIK PROJESİ (Fen ve Sosyal Bilimler Programı),İngilizce,"362,568","17,43","437,5348","4,28"
49244,İSTANBUL,BAYRAMPAŞA,Uluslararası Kaptan Ahmet Erdoğan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"361,5662","17,67","412,5162","7,84"
39767,İSTANBUL,KARTAL,Kartal Mehmet Akif Ersoy Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"358,9887","18,28","439,4263","4,05"
50244,İSTANBUL,BAYRAMPAŞA,Şehit Halil ibrahim Yıldırım Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"356,8781","18,78","400,9294","9,77"
65540,İSTANBUL,ÜMRANİYE,Şehit Erol İnce Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"354,6974","19,32","399,8502","9,96"
50022,İSTANBUL,AVCILAR,Şehit Murat Kocatürk Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"353,3091","19,64","467,8804","1,2"
49243,İSTANBUL,ESENLER,Şehit Türkmen Tekin Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"351,1167","20,19","418,8319","6,87"
41015,İSTANBUL,BAŞAKŞEHİR,TOKİ Aliya İzzetbegoviç Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"351,1122","20,19","378,605","13,96"
40827,İSTANBUL,SULTANBEYLİ,Nilüfer Hatun Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"350,6681","20,29","392,9055","11,19"
49940,İSTANBUL,ESENYURT,Güzelyurt Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"348,1466","20,94","432,1214","4,97"
49690,İSTANBUL,ATAŞEHİR,Şehit Akın Sertçelik Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"347,2452","21,18","395,4609","10,73"
40069,İSTANBUL,TUZLA,Tuzla Mahir İz Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"342,3801","22,45","400,9382","9,77"
39802,İSTANBUL,ÇEKMEKÖY,Şehit Ömer Halisdemir Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"342,3238","22,47","423,3819","6,18"
40839,İSTANBUL,ARNAVUTKÖY,Şehit Onbaşı Murat Şengöz Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"342,1121","22,52","437,897","4,23"
49770,İSTANBUL,TUZLA,Tuzla Halil Türkkan Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"341,4845","22,69","391,2312","11,48"
49257,İSTANBUL,GAZİOSMANPAŞA,Şehit Servet Asmaz Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"338,2478","23,59","404,2149","9,21"
49292,İSTANBUL,ATAŞEHİR,Ataşehir Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"336,3777","24,11","437,2896","4,31"
65487,İSTANBUL,SULTANBEYLİ,Sultanbeyli Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"334,3643","24,69","369,3452","15,91"
50470,İSTANBUL,SULTANBEYLİ,Fuat Sezgin Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"333,966","24,8","395,4731","10,73"
49562,İSTANBUL,MALTEPE,Şehit Mustafa Kaymakçı Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"333,1251","25,05","394,4023","10,92"
49299,İSTANBUL,ARNAVUTKÖY,İTO İbrahim Çağlar Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"332,9082","25,11","416,4501","7,23"
49812,İSTANBUL,BÜYÜKÇEKMECE,Şehit Şirin Diril Kız Anadolu İmam hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"331,4243","25,55","427,6992","5,57"
40174,İSTANBUL,BAKIRKÖY,Bakırköy Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"331,3839","25,56","390,8249","11,56"
49662,İSTANBUL,FATİH,Fatih Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"331,128","25,64","401,719","9,63"
49937,İSTANBUL,ÜMRANİYE,Saray Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"329,9706","25,99","393,0068","11,17"
40843,İSTANBUL,SANCAKTEPE,Sancaktepe Aziz Bayraktar Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"328,3951","26,47","391,0824","11,51"
49585,İSTANBUL,BAĞCILAR,Hızır Reis Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"324,0135","27,85","453,1217","2,5"
40842,İSTANBUL,KAĞITHANE,Kağıthane Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"323,3173","28,07","395,1687","10,78"
50589,İSTANBUL,KÜÇÜKÇEKMECE,TOKİ Güneşparkevleri Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"322,2452","28,41","394,027","10,99"
50135,İSTANBUL,EYÜPSULTAN,Eyüpsultan Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"320,1157","29,1","397,8028","10,31"
50522,İSTANBUL,SARIYER,Şehit Fatih Satır Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"318,6934","29,57","404,99","9,08"
50508,İSTANBUL,KAĞITHANE,Hasbahçe Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"318,3795","29,67","417,3254","7,1"
39797,İSTANBUL,BEŞİKTAŞ,Beşiktaş Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"316,0763","30,44","405,7087","8,96"
40916,İSTANBUL,ZEYTİNBURNU,Zeytinburnu Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"315,7267","30,56","384,6544","12,75"
49589,İSTANBUL,MALTEPE,Maltepe Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"314,2231","31,07","411,3411","8,02"
49918,İSTANBUL,BÜYÜKÇEKMECE,Şehit Kemal Ekşi Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"312,9001","31,53","390,9346","11,54"
50074,İSTANBUL,SULTANGAZİ,Recep Tayyip Erdoğan Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"310,6997","32,3","388,4989",12
40841,İSTANBUL,GAZİOSMANPAŞA,Osmangazi Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"308,9401","32,93","381,1842","13,44"
65485,İSTANBUL,BAHÇELİEVLER,Ahmet Şişman Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"307,3595","33,49","378,2507","14,03"
41017,İSTANBUL,BEYLİKDÜZÜ,Musa Efendi Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"303,6475","34,86","408,6903","8,45"
41058,İSTANBUL,MALTEPE,Şehit Osman Yılmaz Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"294,4632","38,42","359,5432","18,15"
49824,İSTANBUL,MALTEPE,Maltepe Orhangazi Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"294,0223","38,6","384,1387","12,85"
50240,İSTANBUL,ÇEKMEKÖY,Çekmeköy Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"293,6918","38,74","400,1071","9,91"
50187,İSTANBUL,ATAŞEHİR,Ümit Meriç Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"290,5982","40,02","364,0235","17,1"
40840,İSTANBUL,AVCILAR,Avcılar Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"290,0837","40,23","365,6772","16,73"
40934,İSTANBUL,KARTAL,Şehit  Koray Karaca Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"286,7208","41,67","396,3292","10,58"
49312,İSTANBUL,GÜNGÖREN,İzzet Ünver Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"285,2087","42,32","393,9642",11
40194,İSTANBUL,GAZİOSMANPAŞA,Kazım Karabekir Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"280,7122","44,32","378,2406","14,04"
50509,İSTANBUL,ESENYURT,Recep Tayyip Erdoğan Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"278,6488","45,27","382,9234","13,09"
49289,İSTANBUL,EYÜPSULTAN,Eyüpsultan Şehit Furkan Doğan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"278,2174","45,48","335,3684","24,39"
50322,İSTANBUL,SULTANGAZİ,Sabri Ülker Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"277,6151","45,77","385,748","12,54"
50320,İSTANBUL,ZEYTİNBURNU,Zeytinburnu Merkezefendi Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"269,1472","49,85","386,68","12,36"
50289,İSTANBUL,ÜSKÜDAR,Hakkı Demir Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,HAFIZLIK PROJESİ (Fen ve Sosyal Bilimler Programı),İngilizce,"256,6565","56,46","383,6612","12,95"
49375,İSTANBUL,BEYKOZ,Boğaziçi Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"254,3917","57,72","363,023","17,33"
49410,İSTANBUL,BAĞCILAR,Orhangazi Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"247,5271","61,73","370,1213","15,74"
50442,İSTANBUL,BEYLİKDÜZÜ,Beylikdüzü Azem Yükseloğlu Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"245,3573","63,07","347,7344","21,05"
40845,İSTANBUL,TUZLA,Yunus Emre Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"242,9137","64,57","341,1131","22,8"
50757,İSTANBUL,KAĞITHANE,Ekrem Cevahir Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"242,831","64,62","379,621","13,76"
50319,İSTANBUL,EYÜPSULTAN,Eyüpsultan Hacı Osman Torun Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"240,9796","65,79","364,8102","16,92"
49686,İSTANBUL,ŞİLE,Şile Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"230,6797","72,6","352,4392","19,86"
50702,İSTANBUL,ESENYURT,İhsan Nakipoğlu Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"228,2465","74,26","408,9925","8,4"
41113,İSTANBUL,BÜYÜKÇEKMECE,Nedim Erkan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"224,7744","76,63","337,1209","23,9"
39981,İSTANBUL,ESENLER,İstanbul Ticaret Odası 15 Temmuz Şehitleri Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"223,4011","77,58","363,9449","17,12"
49753,İSTANBUL,SİLİVRİ,Silivri Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"217,6767","81,55","385,524","12,58"
41016,İSTANBUL,BEYKOZ,Beykoz Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"213,1521","84,61","358,1982","18,46"
40826,İSTANBUL,EYÜPSULTAN,Göktürk Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"196,5038","93,9","341,7539","22,62"
49478,İSTANBUL,ŞİŞLİ,Yunus Emre Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"185,54","97,46","339,6759","23,19"
39720,İSTANBUL,SİLİVRİ,Selimpaşa Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"178,1064","98,78","392,7062","11,22"
40135,İSTANBUL,BEYLİKDÜZÜ,Gürpınar İsmail Lütfi Çakan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"175,3355","99,1","305,458","34,2"
50616,İSTANBUL,ŞİŞLİ,Süleyman Şah Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"173,5712","99,27","305,9489","34,02"
40844,İSTANBUL,SULTANGAZİ,Mehmet Yaşar Kandemir Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"170,5406","99,49","308,3255","33,14"
49938,İSTANBUL,ÇATALCA,Çatalca Şehit Halil İbrahim Gürel Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"169,286","99,56","337,2617","23,86"
50478,İSTANBUL,KARTAL,Kartal Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"475,4135","0,68",500,"0,01"
39883,İSTANBUL,KADIKÖY,Kadıköy Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"464,89","1,42","479,9426","0,46"
49591,İSTANBUL,ÜSKÜDAR,İstanbul Ticaret Odası Marmara Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"461,232","1,74","487,5748","0,18"
50641,İSTANBUL,BAŞAKŞEHİR,M.Emin Saraç Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"454,3177","2,38","481,9464","0,35"
39791,İSTANBUL,BEYOĞLU,Beyoğlu Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,"449,7866","2,84","477,9459","0,55"
50642,İSTANBUL,BAŞAKŞEHİR,M.Emin Saraç Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,"444,8655","3,39","461,6941","1,7"
49590,İSTANBUL,ÜSKÜDAR,İstanbul Ticaret Odası Marmara Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,"444,705","3,42","494,774","0,04"
39882,İSTANBUL,KADIKÖY,Kadıköy Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İspanyolca,"440,7787","3,89","462,4226","1,64"
50138,İSTANBUL,KADIKÖY,Kadıköy Ahmet Sani Gezici Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"440,6467","3,9","478,842","0,51"
50643,İSTANBUL,BAŞAKŞEHİR,M.Emin Saraç Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Rusça,"440,353","3,93","458,3259","1,99"
49592,İSTANBUL,ÜSKÜDAR,İstanbul Ticaret Odası Marmara Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Japonca,"438,3106","4,18","479,2926","0,49"
49441,İSTANBUL,GÜNGÖREN,Güngören İstanbul Ticaret Odası Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"431,4423","5,06","484,5187","0,27"
50137,İSTANBUL,KADIKÖY,Kadıköy Ahmet Sani Gezici Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İspanyolca,"430,2614","5,22","455,8477","2,24"
41028,İSTANBUL,FATİH,İstanbul Recep Tayyip Erdoğan Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"419,4573","6,77","456,2563","2,2"
50139,İSTANBUL,KADIKÖY,Kadıköy Ahmet Sani Gezici Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,"416,2176","7,27","452,3234","2,59"
50437,İSTANBUL,SANCAKTEPE,Sancaktepe Teknoloji Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE TEKNOLOJİ PROGRAMI,İngilizce,"414,1744","7,58","464,1743","1,5"
40862,İSTANBUL,BAŞAKŞEHİR,Akif İnan Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"409,8734","8,26","460,5266","1,8"
41025,İSTANBUL,BAŞAKŞEHİR,Şehit Haki Aras Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"409,0723","8,39","439,2608","4,07"
39985,İSTANBUL,ÜSKÜDAR,Tenzile Erdoğan Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"408,3509","8,51","447,8536","3,06"
49449,İSTANBUL,BEŞİKTAŞ,Beşiktaş Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Almanca,"404,9395","9,09","439,5896","4,03"
40781,İSTANBUL,FATİH,İstanbul Recep Tayyip Erdoğan Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,"403,1499","9,39","445,2722","3,35"
50743,İSTANBUL,PENDİK,Ömer Çam Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"401,6738","9,64","450,734","2,75"
50835,İSTANBUL,BAHÇELİEVLER,15 Temmuz Şehitleri Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE TEKNOLOJİ PROGRAMI,İngilizce,"396,1708","10,61","455,9347","2,23"
40783,İSTANBUL,PENDİK,Uluslararası Pendik Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"394,7217","10,86","438,5542","4,15"
40221,İSTANBUL,BAYRAMPAŞA,Bayrampaşa Aliya İzzetbegoviç Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"391,1046","11,5","423,4701","6,17"
49822,İSTANBUL,ÜSKÜDAR,Çamlıca Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"385,1959","12,65","452,9921","2,52"
50742,İSTANBUL,PENDİK,Ömer Çam Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,"380,9093","13,5","436,6715","4,39"
